time,place,mag,depth,lon,lat,type,alert,tsunami,status,id,hour,month,day_of_week,tsl,hazard_label,target,zone,norm_mag,norm_depth,risk_score
2018-09-10 21:05:47.690,"133 km WSW of Haveluloto, Tonga",4.5,167.57,-176.3109,-21.7882,earthquake,,0,reviewed,",us2000hgs2,",21,9,0,0.3058666666666666,MEDIUM,1,1,0.45,0.7606142857142857,5.531842857142857
2024-07-15 13:29:21.161,Fiji region,4.6,612.164,-177.703,-18.7387,earthquake,,0,reviewed,",us7000mzce,",13,7,0,2.3682702777777775,MEDIUM,1,1,0.45999999999999996,0.12548000000000004,3.6764399999999995
2023-09-08 16:34:49.754,"152 km WNW of Fangale’ounga, Tonga",5.2,216.61,-175.5564,-19.0323,earthquake,,0,reviewed,",us7000kubs,",16,9,4,0.6919883333333333,MEDIUM,1,1,0.52,0.6905571428571429,5.671671428571429
2018-12-18 20:38:35.170,south of the Fiji Islands,5.1,150.5,-177.4227,-25.5826,earthquake,,0,reviewed,",us2000iuw4,",20,12,1,1.1491388888888887,MEDIUM,1,1,0.51,0.785,5.905
2019-03-12 01:12:25.237,"107 km NNW of Batang, Indonesia",4.8,569.07,110.2922,-5.6015,earthquake,,0,reviewed,",us1000jdyx,",1,3,1,0.6120658333333333,MEDIUM,1,0,0.48,0.18704285714285707,3.9611285714285716
2024-06-16 12:09:42.517,South Sandwich Islands region,4.6,77.672,-25.5677,-57.7135,earthquake,,0,reviewed,",us6000n8e6,",12,6,6,0.3438055555555556,MEDIUM,1,0,0.45999999999999996,0.88904,5.96712
2016-09-07 03:53:18.540,"201 km ENE of Neiafu, Tonga",4.6,39.54,-172.1365,-18.1989,earthquake,,0,reviewed,",us10006peh,",3,9,2,0.46523888888888887,MEDIUM,1,1,0.45999999999999996,0.9435142857142857,6.130542857142856
2021-02-27 08:07:46.777,"8 km SW of Álftanes, Iceland",5.2,10.0,-22.1455,64.044,earthquake,,0,reviewed,",us7000de48,usauto7000de48,",8,2,5,5.581492222222222,MEDIUM,1,0,0.52,0.9857142857142858,6.557142857142857
2020-01-22 22:14:48.754,South Sandwich Islands region,5.2,18.76,-27.1563,-60.341,earthquake,green,0,reviewed,",us60007d99,",22,1,2,1.462362777777778,MEDIUM,1,0,0.52,0.9732,6.5196
2017-05-04 04:44:29.390,"40 km ENE of Nishinoomote, Japan",4.8,30.77,131.4164,30.8082,earthquake,,0,reviewed,",us10008p5b,",4,5,3,1.5122083333333334,MEDIUM,1,0,0.48,0.9560428571428572,6.268128571428572
2018-04-06 07:46:58.890,"237 km E of Biak, Indonesia",5.6,10.0,138.2026,-1.4171,earthquake,green,0,reviewed,",us2000dveh,iscgem611870904,",7,4,4,5.260219444444445,MEDIUM,1,0,0.5599999999999999,0.9857142857142858,6.757142857142856
2021-07-16 10:01:59.647,"152 km NE of Neiafu, Tonga",5.4,10.0,-173.0537,-17.6004,earthquake,green,0,reviewed,",us7000emgs,",10,7,4,0.4604816666666666,MEDIUM,1,1,0.54,0.9857142857142858,6.657142857142857
2020-02-17 14:20:24.900,Azores-Cape St. Vincent Ridge,4.7,10.0,-14.6205,37.0873,earthquake,,0,reviewed,",us70007rv1,",14,2,0,0.5008622222222222,MEDIUM,1,0,0.47000000000000003,0.9857142857142858,6.307142857142857
2016-09-14 20:16:05.520,"131 km ESE of Katsuura, Japan",4.6,10.0,141.5402,34.5183,earthquake,,0,reviewed,",us10006plg,",20,9,2,0.7532277777777777,MEDIUM,1,0,0.45999999999999996,0.9857142857142858,6.257142857142856
2021-10-25 04:50:39.157,"148 km NE of Neiafu, Tonga",4.5,10.0,-173.0142,-17.6836,earthquake,,0,reviewed,",us7000fpsa,",4,10,0,1.1742880555555555,MEDIUM,1,1,0.45,0.9857142857142858,6.207142857142856
2015-09-19 19:06:12.910,"89 km W of Ovalle, Chile",4.5,15.65,-72.1248,-30.5226,earthquake,,0,reviewed,",us10003jut,",19,9,5,0.492425,MEDIUM,1,0,0.45,0.9776428571428571,6.182928571428571
2023-07-19 02:50:28.454,"21 km E of San Jose, Philippines",4.5,10.0,125.2292,10.9666,earthquake,,0,reviewed,",us6000kvwu,",2,7,2,0.058695,MEDIUM,1,0,0.45,0.9857142857142858,6.207142857142856
2022-02-02 23:58:17.257,Kermadec Islands region,5.2,10.0,-176.9808,-29.6881,earthquake,,0,reviewed,",us7000ghgx,",23,2,2,0.057313611111111114,MEDIUM,1,1,0.52,0.9857142857142858,6.557142857142857
2016-07-19 20:01:57.070,"1 km S of Santa Catarina Loxicha, Mexico",4.8,26.61,-96.7526,16.0568,earthquake,,0,reviewed,",us20006fxs,",20,7,1,0.3964111111111111,MEDIUM,1,0,0.48,0.9619857142857143,6.285957142857143
2023-08-04 23:38:42.834,"106 km NE of Neiafu, Tonga",4.8,35.0,-173.4149,-17.8621,earthquake,,0,reviewed,",us6000kxzs,",23,8,4,1.3481530555555554,MEDIUM,1,1,0.48,0.95,6.249999999999999
2016-11-08 00:58:43.840,"93 km NE of Kainantu, Papua New Guinea",5.4,53.21,146.5227,-5.7549,earthquake,,0,reviewed,",us1000766z,iscgem615021824,",0,11,1,0.5471444444444444,MEDIUM,1,0,0.54,0.9239857142857143,6.471957142857142
2022-12-07 15:08:09.273,"28 km NE of Port-Olry, Vanuatu",4.6,142.025,167.2868,-14.8929,earthquake,,0,reviewed,",us6000j8sx,",15,12,2,0.14327638888888888,MEDIUM,1,0,0.45999999999999996,0.7971071428571428,5.6913214285714275
2024-03-31 11:20:41.839,Banda Sea,4.5,159.442,129.5881,-6.7485,earthquake,,0,reviewed,",us7000m928,",11,3,6,0.27058944444444444,MEDIUM,1,0,0.45,0.7722257142857143,5.566677142857142
2020-12-14 15:20:49.542,"75 km NNE of Calama, Chile",6.0,114.0,-68.7079,-21.8063,earthquake,green,0,reviewed,",us7000cqyz,usauto7000cqyz,pt20349000,",15,12,0,1.3017730555555556,HIGH,0,0,0.6,0.8371428571428572,6.511428571428572
2017-07-22 17:33:41.630,"93 km ESE of Port-Vila, Vanuatu",4.6,22.2,169.0923,-18.1321,earthquake,,0,reviewed,",us2000a1pj,",17,7,5,0.1321277777777778,MEDIUM,1,0,0.45999999999999996,0.9682857142857143,6.204857142857142
2018-12-11 10:59:41.900,"138 km ENE of Tadine, New Caledonia",4.6,10.0,169.1791,-21.2686,earthquake,,0,reviewed,",us2000iupx,",10,12,1,2.0773055555555557,MEDIUM,1,0,0.45999999999999996,0.9857142857142858,6.257142857142856
2017-10-27 06:34:48.320,Kermadec Islands region,4.6,10.0,-176.4726,-31.9721,earthquake,,0,reviewed,",us1000axfg,",6,10,4,2.7537249999999998,MEDIUM,1,1,0.45999999999999996,0.9857142857142858,6.257142857142856
2023-09-29 19:05:45.546,"122 km SE of Lajes das Flores, Portugal",5.0,14.127,-30.347,38.4809,earthquake,,0,reviewed,",us6000lbs5,",19,9,4,0.7444141666666667,MEDIUM,1,0,0.5,0.9798185714285714,6.439455714285715
2016-08-24 03:22:48.930,"107 km NNW of Nuku‘alofa, Tonga",4.5,183.26,-175.5939,-20.2398,earthquake,,0,reviewed,",us10006g87,",3,8,2,0.8220777777777778,MEDIUM,1,1,0.45,0.7382,5.464599999999999
2022-11-11 12:34:45.866,"88 km SW of Tarauacá, Brazil",4.9,626.976,-71.428,-8.612,earthquake,,0,reviewed,",pt22315001,us7000ip1g,",12,11,4,0.15661638888888887,MEDIUM,1,0,0.49000000000000005,0.10431999999999997,3.7629599999999996
2021-02-23 20:51:21.776,"184 km ESE of Alo, Wallis and Futuna",4.9,10.0,-176.5679,-15.0337,earthquake,,0,reviewed,",us6000dkhc,",20,2,1,0.11194805555555555,MEDIUM,1,1,0.49000000000000005,0.9857142857142858,6.407142857142857
2018-11-18 20:25:46.590,"187 km E of Levuka, Fiji",6.8,540.0,-178.9273,-17.8735,earthquake,green,1,reviewed,",pt18322000,at00pieoqx,us1000htm5,iscgem615091717,",20,11,6,0.6162944444444444,HIGH,0,1,0.6799999999999999,0.22857142857142854,5.085714285714285
2022-03-02 09:58:27.468,"34 km NE of B?z?rak, Afghanistan",5.2,91.19,69.7845,35.5378,earthquake,,0,reviewed,",us6000h1c9,",9,3,2,2.040821944444444,MEDIUM,1,0,0.52,0.8697285714285714,6.209185714285713
2021-09-08 09:42:46.245,"124 km E of Hihifo, Tonga",4.7,10.0,-172.6458,-15.8251,earthquake,,0,reviewed,",us7000fbfx,",9,9,2,0.7019372222222222,MEDIUM,1,1,0.47000000000000003,0.9857142857142858,6.307142857142857
2015-11-25 11:23:01.960,"134 km SSE of Sarangani, Philippines",5.0,140.97,125.766,4.2222,earthquake,,0,reviewed,",us1000417j,",11,11,2,0.10668888888888889,MEDIUM,1,0,0.5,0.7986142857142857,5.895842857142856
2017-09-04 08:25:56.020,South Sandwich Islands region,4.5,35.0,-25.2639,-57.6594,earthquake,,0,reviewed,",us2000arqk,",8,9,0,0.2889583333333333,MEDIUM,1,0,0.45,0.95,6.1
2018-06-20 19:04:15.790,"167 km SSE of Port Blair, India",4.5,70.72,93.0909,10.1921,earthquake,,0,reviewed,",us1000f229,",19,6,2,5.622602777777778,MEDIUM,1,0,0.45,0.8989714285714285,5.946914285714286
2018-04-01 04:25:53.250,"188 km SSW of Kokopo, Papua New Guinea",4.6,10.0,151.9356,-6.0189,earthquake,,0,reviewed,",us2000dwyi,",4,4,6,3.1213722222222224,MEDIUM,1,0,0.45999999999999996,0.9857142857142858,6.257142857142856
2015-06-27 15:16:01.860,"6 km S of Pasaco, Guatemala",4.7,107.56,-90.2122,13.921,earthquake,,0,reviewed,",us10002m37,",15,6,5,0.26361388888888887,MEDIUM,1,0,0.47000000000000003,0.8463428571428572,5.889028571428572
2024-01-29 17:43:30.091,"36 km SSW of Andalgalá, Argentina",4.5,161.545,-66.5064,-27.8601,earthquake,,0,reviewed,",us7000lush,",17,1,0,0.7714325000000001,MEDIUM,1,0,0.45,0.7692214285714286,5.557664285714285
2017-04-20 22:59:24.600,"112 km SE of Pangai, Tonga",5.6,13.0,-173.6017,-20.5417,earthquake,green,0,reviewed,",us10008jeq,iscgem611833495,",22,4,3,0.9193666666666667,MEDIUM,1,1,0.5599999999999999,0.9814285714285714,6.744285714285714
2016-05-04 00:28:31.030,off the coast of Central America,4.7,10.0,-84.5609,2.2197,earthquake,,0,reviewed,",us10005dim,",0,5,2,0.07327222222222221,MEDIUM,1,0,0.47000000000000003,0.9857142857142858,6.307142857142857
2024-06-07 07:55:57.321,"6 km NNE of Sevilla, Colombia",4.5,11.719,-75.9119,4.3193,earthquake,,0,reviewed,",us7000mqwq,",7,6,4,1.0249322222222221,MEDIUM,1,0,0.45,0.9832585714285714,6.199775714285714
2022-11-30 02:04:40.249,Kermadec Islands region,4.9,13.149,-178.4113,-31.1544,earthquake,,0,reviewed,",us6000j5np,",2,11,2,0.5137583333333333,MEDIUM,1,1,0.49000000000000005,0.9812157142857143,6.393647142857143
2015-08-18 15:07:17.950,"107 km SSE of San Pedro de Atacama, Chile",4.5,167.43,-67.7001,-23.7689,earthquake,,0,reviewed,",us1000336c,",15,8,1,3.231213888888889,MEDIUM,1,0,0.45,0.7608142857142857,5.532442857142856
2015-06-09 12:38:51.640,"70 km W of Iquique, Chile",4.7,13.43,-70.821,-20.2057,earthquake,,0,reviewed,",us20002n8y,",12,6,1,3.6151388888888887,MEDIUM,1,0,0.47000000000000003,0.9808142857142857,6.2924428571428574
2016-11-05 15:51:31.940,Kermadec Islands region,4.6,148.99,-177.6179,-28.3861,earthquake,,0,reviewed,",us100074bv,",15,11,5,1.3314222222222223,MEDIUM,1,1,0.45999999999999996,0.7871571428571429,5.661471428571429
2023-01-18 03:26:32.922,"11 km ESE of Hirara, Japan",4.6,35.0,125.4156,24.7752,earthquake,,0,reviewed,",us7000j54d,",3,1,2,1.4876358333333333,MEDIUM,1,0,0.45999999999999996,0.95,6.149999999999999
2015-05-17 21:07:55.000,"152 km ESE of Iquique, Chile",4.6,101.6,-68.867,-20.865,earthquake,,0,reviewed,",us10002a12,",21,5,6,1.0384083333333334,MEDIUM,1,0,0.45999999999999996,0.8548571428571429,5.864571428571428
2015-10-16 04:13:34.470,south of the Kermadec Islands,4.6,225.51,179.0675,-34.484,earthquake,,0,reviewed,",us10003p1v,",4,10,4,0.48499166666666665,MEDIUM,1,0,0.45999999999999996,0.6778428571428572,5.3335285714285705
2015-07-23 20:22:41.020,"229 km SW of George Town, Cayman Islands",4.9,12.8,-82.6199,17.5853,earthquake,,0,reviewed,",us20002znk,",20,7,3,0.4622972222222222,MEDIUM,1,0,0.49000000000000005,0.9817142857142858,6.395142857142857
2021-09-17 16:44:49.589,Kermadec Islands region,4.5,10.0,-177.132,-27.2256,earthquake,,0,reviewed,",us7000fdip,",16,9,4,0.040918333333333334,MEDIUM,1,1,0.45,0.9857142857142858,6.207142857142856
2019-09-12 09:22:32.739,"25 km SSW of Jurm, Afghanistan",4.9,261.4,70.6855,36.6697,earthquake,,0,reviewed,",us70005fas,",9,9,3,0.5645933333333334,MEDIUM,1,0,0.49000000000000005,0.6265714285714286,5.329714285714285
2023-11-09 12:32:56.649,south of the Fiji Islands,4.6,165.808,-177.1858,-24.4171,earthquake,,0,reviewed,",us7000l9tz,",12,11,3,1.892848888888889,MEDIUM,1,1,0.45999999999999996,0.7631314285714286,5.5893942857142855
2016-08-19 07:58:11.250,South Georgia Island region,4.8,10.0,-31.941,-55.271,earthquake,,0,reviewed,",us10006gi1,",7,8,4,0.05481388888888889,MEDIUM,1,0,0.48,0.9857142857142858,6.357142857142857
2022-12-30 22:42:08.690,"137 km ESE of Petropavlovsk-Kamchatsky, Russia",4.7,10.0,160.3568,52.4068,earthquake,,0,reviewed,",us7000j154,",22,12,4,0.8010405555555555,MEDIUM,1,0,0.47000000000000003,0.9857142857142858,6.307142857142857
2015-02-15 08:04:39.040,"29 km W of Dehlor?n, Iran",4.8,10.0,46.9529,32.7323,earthquake,,0,reviewed,",usb000tphb,",8,2,6,1.5927250000000002,MEDIUM,1,0,0.48,0.9857142857142858,6.357142857142857
2017-03-16 19:37:32.570,east of the North Island of New Zealand,5.0,35.0,-179.5836,-35.4243,earthquake,,0,reviewed,",us20008sj2,",19,3,3,0.9684166666666667,MEDIUM,1,1,0.5,0.95,6.349999999999999
2017-03-17 08:02:56.560,"46 km W of La Ligua, Chile",4.8,27.26,-71.7298,-32.4468,earthquake,,0,reviewed,",us20008smr,",8,3,4,0.7910333333333333,MEDIUM,1,0,0.48,0.9610571428571428,6.283171428571428
2015-09-28 04:53:10.910,"125 km SSW of La Esperanza (El Zapotal), Mexico",4.5,10.0,-93.691,14.4378,earthquake,,0,reviewed,",us20003plx,",4,9,0,1.7652472222222224,MEDIUM,1,0,0.45,0.9857142857142858,6.207142857142856
2023-01-03 07:08:35.706,"86 km NE of Miyako, Japan",5.1,35.0,142.6435,40.2108,earthquake,,0,reviewed,",us7000j1s3,",7,1,1,2.281081944444445,MEDIUM,1,0,0.51,0.95,6.4
2016-07-23 07:27:48.400,"135 km W of Ternate, Indonesia",4.9,44.9,126.1691,0.8056,earthquake,,0,reviewed,",us20006h24,",7,7,5,1.1609083333333334,MEDIUM,1,0,0.49000000000000005,0.9358571428571428,6.257571428571428
2015-10-18 13:00:20.020,"210 km NW of Tobelo, Indonesia",5.0,42.61,126.4992,2.8811,earthquake,,0,reviewed,",us10003phr,",13,10,6,0.19361666666666666,MEDIUM,1,0,0.5,0.9391285714285714,6.317385714285714
2018-04-07 08:05:57.720,"129 km NE of Tobelo, Indonesia",4.6,235.26,128.6616,2.701,earthquake,,0,reviewed,",us2000dvyh,",8,4,5,1.568927777777778,MEDIUM,1,0,0.45999999999999996,0.6639142857142857,5.291742857142857
2022-11-10 13:32:59.045,"66 km SSE of Port-Vila, Vanuatu",4.5,102.843,168.5182,-18.3002,earthquake,,0,reviewed,",us7000int1,",13,11,3,0.17488777777777778,MEDIUM,1,0,0.45,0.8530814285714285,5.809244285714286
2017-04-08 10:16:01.620,"106 km SSE of Pondaguitan, Philippines",4.8,136.05,126.4987,5.4531,earthquake,,0,reviewed,",us10008ftg,",10,4,5,1.6572333333333333,MEDIUM,1,0,0.48,0.8056428571428571,5.816928571428571
2020-05-06 13:53:55.940,Banda Sea,6.8,96.0,129.7852,-6.7761,earthquake,green,0,reviewed,",us70009b14,at00q9wx9x,pt20127000,",13,5,2,3.048667222222222,HIGH,0,0,0.6799999999999999,0.8628571428571429,6.9885714285714275
2023-12-02 17:08:41.827,"43 km ENE of Barcelona, Philippines",4.6,55.013,126.7874,8.3445,earthquake,,0,reviewed,",us7000lgzi,",17,12,5,0.04956388888888889,MEDIUM,1,0,0.45999999999999996,0.9214100000000001,6.06423
2023-12-09 05:56:48.697,"46 km ENE of Aras-asan, Philippines",4.5,58.988,126.6986,9.051,earthquake,,0,reviewed,",us7000lizr,",5,12,5,0.04021916666666666,MEDIUM,1,0,0.45,0.9157314285714285,5.9971942857142855
2018-11-16 20:58:35.390,South Sandwich Islands region,4.7,30.58,-26.1272,-56.9511,earthquake,,0,reviewed,",us1000hvs7,",20,11,4,0.693811111111111,MEDIUM,1,0,0.47000000000000003,0.9563142857142857,6.218942857142857
2024-01-05 16:59:03.311,south of the Fiji Islands,4.7,500.551,179.7373,-24.7291,earthquake,,0,reviewed,",us6000m21v,",16,1,4,0.015618333333333333,MEDIUM,1,0,0.47000000000000003,0.2849271428571428,4.20478142857143
2021-12-29 21:30:22.185,"northern Qinghai, China",5.0,10.0,94.6585,36.9982,earthquake,,0,reviewed,",us7000g7t4,",21,12,2,0.9582469444444444,MEDIUM,1,0,0.5,0.9857142857142858,6.457142857142857
2022-03-20 05:58:43.712,"69 km W of Cabra, Philippines",4.5,10.0,119.4044,13.9351,earthquake,,0,reviewed,",us7000gwy0,",5,3,6,0.4772616666666667,MEDIUM,1,0,0.45,0.9857142857142858,6.207142857142856
2021-08-22 22:30:55.858,South Sandwich Islands region,5.0,10.0,-24.7869,-60.34,earthquake,,0,reviewed,",us7000f6tx,",22,8,6,0.21063138888888888,MEDIUM,1,0,0.5,0.9857142857142858,6.457142857142857
2017-06-17 03:40:37.360,"15 km WSW of Plomári, Greece",4.6,10.0,26.2153,38.8989,earthquake,,0,reviewed,",us20009n8a,",3,6,5,1.3035805555555557,MEDIUM,1,0,0.45999999999999996,0.9857142857142858,6.257142857142856
2023-08-12 10:55:34.143,"186 km NW of Neiafu, Tonga",4.5,274.638,-175.3075,-17.5328,earthquake,,0,reviewed,",us6000kzji,",10,8,5,6.519077222222222,MEDIUM,1,1,0.45,0.6076600000000001,5.07298
2017-10-19 21:30:44.060,"115 km NW of Gizo, Solomon Islands",4.5,113.07,156.0401,-7.4284,earthquake,,0,reviewed,",us1000axiz,",21,10,3,0.03051388888888889,MEDIUM,1,0,0.45,0.8384714285714285,5.765414285714286
2021-08-23 00:49:24.723,South Sandwich Islands region,4.5,10.0,-23.4021,-58.2651,earthquake,,0,reviewed,",us7000f71x,",0,8,0,0.5874205555555555,MEDIUM,1,0,0.45,0.9857142857142858,6.207142857142856
2023-12-28 09:15:16.131,"115 km SE of Kuril’sk, Russia",6.5,31.0,149.0388,44.596,earthquake,green,0,reviewed,",us6000m05c,pt23362000,at00s6ddpi,",9,12,3,0.03789833333333333,HIGH,0,0,0.65,0.9557142857142857,7.1171428571428565
2018-07-26 01:09:44.310,"53 km N of Claveria, Philippines",5.0,15.89,121.0354,19.0854,earthquake,,0,reviewed,",iscgem612370851,us2000ge2d,",1,7,3,0.14375833333333332,MEDIUM,1,0,0.5,0.9773,6.431899999999999
2019-09-25 01:02:05.325,Fiji region,4.8,589.54,-178.7451,-20.9862,earthquake,,0,reviewed,",us70005ky0,",1,9,2,0.7391577777777777,MEDIUM,1,1,0.48,0.15780000000000005,3.8734
2023-01-25 15:13:35.749,"Kodiak Island region, Alaska",4.5,53.3,-154.9097,57.4916,earthquake,,1,reviewed,",at00rp1rmm,us6000jj6k,ak02315lg1dw,",15,1,2,0.06687416666666667,MEDIUM,1,0,0.45,0.9238571428571428,6.021571428571429
2021-11-29 18:23:46.264,south of the Kermadec Islands,5.4,45.26,-179.3344,-33.1514,earthquake,green,0,reviewed,",usauto6000g7p3,us6000g7p3,",18,11,0,1.7721983333333333,MEDIUM,1,1,0.54,0.9353428571428571,6.506028571428572
2021-04-01 15:11:18.213,Fiji region,6.0,595.0,-179.3796,-21.8006,earthquake,green,0,reviewed,",us6000dy9x,usauto6000dy9x,pt21091002,",15,4,3,0.6290275,HIGH,0,1,0.6,0.15000000000000002,4.449999999999999
2021-01-24 23:14:47.952,"106 km S of Kundiawa, Papua New Guinea",4.5,10.0,144.878,-6.9784,earthquake,,0,reviewed,",us6000ddpe,",23,1,6,1.4195483333333332,MEDIUM,1,0,0.45,0.9857142857142858,6.207142857142856
2024-06-24 21:44:15.965,"91 km SW of Isangel, Vanuatu",4.7,10.0,168.6615,-20.1206,earthquake,,0,reviewed,",us6000n9mw,",21,6,0,0.5701030555555556,MEDIUM,1,0,0.47000000000000003,0.9857142857142858,6.307142857142857
2024-06-09 10:17:55.835,Pacific-Antarctic Ridge,5.1,10.0,-134.0696,-53.8417,earthquake,,0,reviewed,",us7000mrbx,",10,6,6,0.36845944444444445,MEDIUM,1,0,0.51,0.9857142857142858,6.507142857142857
2024-10-21 15:15:13.675,"59 km SSW of Labuha, Indonesia",4.7,10.0,127.3576,-1.1539,earthquake,,0,reviewed,",us6000p03l,",15,10,0,1.0613341666666667,MEDIUM,1,0,0.47000000000000003,0.9857142857142858,6.307142857142857
2018-12-28 05:58:39.570,"Volcano Islands, Japan region",4.7,10.0,142.5559,24.5739,earthquake,,0,reviewed,",us2000iyjc,",5,12,4,0.13205833333333333,MEDIUM,1,0,0.47000000000000003,0.9857142857142858,6.307142857142857
2017-01-27 20:51:26.740,"61 km ESE of Archángelos, Greece",4.8,20.41,28.7487,36.0062,earthquake,,0,reviewed,",us10007vud,",20,1,4,0.12796944444444444,MEDIUM,1,0,0.48,0.9708428571428571,6.3125285714285715
2021-07-25 15:49:52.668,Carlsberg Ridge,4.6,10.0,65.1284,3.1183,earthquake,,0,reviewed,",us6000f0m4,",15,7,6,0.6752883333333334,MEDIUM,1,0,0.45999999999999996,0.9857142857142858,6.257142857142856
2018-03-13 21:23:58.530,"51 km S of Angoram, Papua New Guinea",4.5,99.05,143.978,-4.5152,earthquake,,0,reviewed,",us1000d41v,",21,3,1,3.815163888888889,MEDIUM,1,0,0.45,0.8585,5.8255
2015-06-14 21:54:14.440,"181 km SE of Kirakira, Solomon Islands",4.7,34.99,163.2734,-11.407,earthquake,,0,reviewed,",us20002psn,",21,6,6,0.9310555555555556,MEDIUM,1,0,0.47000000000000003,0.9500142857142857,6.200042857142857
2023-02-02 02:02:31.840,"141 km W of Neiafu, Tonga",4.5,236.193,-175.3227,-18.6562,earthquake,,0,reviewed,",us6000jmrn,",2,2,3,0.3468291666666667,MEDIUM,1,1,0.45,0.6625814285714285,5.237744285714285
2020-10-17 17:55:00.713,"179 km SW of Sungai Penuh, Indonesia",5.2,23.44,100.3043,-3.2572,earthquake,,0,reviewed,",us6000c90z,",17,10,5,0.5646997222222222,MEDIUM,1,0,0.52,0.9665142857142857,6.499542857142856
2022-06-29 12:22:10.104,south of Tonga,4.6,10.0,-175.5757,-26.7131,earthquake,,0,reviewed,",us6000hzsy,",12,6,2,4.1075333333333335,MEDIUM,1,1,0.45999999999999996,0.9857142857142858,6.257142857142856
2021-02-11 09:25:57.691,southeast of the Loyalty Islands,4.5,10.0,171.6399,-23.4183,earthquake,,0,reviewed,",us6000dj63,",9,2,3,0.2350502777777778,MEDIUM,1,0,0.45,0.9857142857142858,6.207142857142856
2015-12-17 03:04:44.760,"266 km SSE of Port Blair, India",4.6,55.42,93.7925,9.4948,earthquake,,0,reviewed,",us100048r3,",3,12,3,5.053538888888889,MEDIUM,1,0,0.45999999999999996,0.9208285714285714,6.062485714285714
2020-07-07 20:32:26.280,"291 km S of Punta de Burica, Panama",5.2,10.0,-82.7166,5.3976,earthquake,,0,reviewed,",us7000ajnd,",20,7,1,1.3878916666666665,MEDIUM,1,0,0.52,0.9857142857142858,6.557142857142857
2016-01-18 03:20:38.750,"150 km ENE of Savannah Bight, Honduras",5.4,10.0,-84.6345,17.1333,earthquake,,0,reviewed,",us10004fa4,gcmt20160118032038,",3,1,0,0.04507777777777778,MEDIUM,1,0,0.54,0.9857142857142858,6.657142857142857
2019-07-21 11:45:59.293,"50 km W of Kandrian, Papua New Guinea",4.6,70.55,149.0997,-6.2787,earthquake,,0,reviewed,",us70004q0z,",11,7,6,7.056661111111111,MEDIUM,1,0,0.45999999999999996,0.8992142857142857,5.997642857142857
2015-08-21 12:16:57.570,"275 km SSE of Ambon, Indonesia",4.5,266.9,128.8783,-6.0855,earthquake,,0,reviewed,",us20003gfc,",12,8,4,1.061636111111111,MEDIUM,1,0,0.45,0.6187142857142858,5.106142857142856
2024-11-09 00:48:33.569,"6 km W of Tingloy, Philippines",4.5,10.0,120.8082,13.6508,earthquake,,0,reviewed,",us7000nqt8,",0,11,5,1.3660852777777779,MEDIUM,1,0,0.45,0.9857142857142858,6.207142857142856
2016-09-15 15:31:07.220,"26 km S of Cañete, Chile",4.8,25.68,-73.4203,-38.0349,earthquake,,0,reviewed,",us10006pti,",15,9,3,1.7400527777777777,MEDIUM,1,0,0.48,0.9633142857142857,6.289942857142857
2024-03-24 00:17:06.578,"29 km NE of Ambunti, Papua New Guinea",4.5,35.0,143.0083,-4.0308,earthquake,,0,reviewed,",us7000m8jm,",0,3,6,0.4983563888888889,MEDIUM,1,0,0.45,0.95,6.1
2018-11-30 15:04:35.600,"108 km SSE of Ierápetra, Greece",4.6,10.0,26.0671,34.0683,earthquake,,0,reviewed,",us1000hyam,",15,11,4,0.2508083333333333,MEDIUM,1,0,0.45999999999999996,0.9857142857142858,6.257142857142856
2016-02-08 16:35:45.850,"182 km E of Mata-Utu, Wallis and Futuna",4.6,35.0,-174.4986,-13.4112,earthquake,,0,reviewed,",us20004zil,",16,2,0,0.2758527777777778,MEDIUM,1,1,0.45999999999999996,0.95,6.149999999999999
2018-05-10 10:57:13.250,"67 km ENE of Namie, Japan",4.8,37.22,141.6406,37.8161,earthquake,,0,reviewed,",us1000e1y2,",10,5,3,0.05569166666666667,MEDIUM,1,0,0.48,0.9468285714285715,6.240485714285714
2019-10-14 01:11:29.005,"42 km SSW of Jurm, Afghanistan",5.0,202.56,70.6021,36.5287,earthquake,,0,reviewed,",us70005tzl,",1,10,0,0.3869858333333333,MEDIUM,1,0,0.5,0.7106285714285714,5.631885714285714
2023-03-16 01:46:09.833,Kermadec Islands region,5.2,10.0,-176.3963,-30.161,earthquake,,0,reviewed,",us7000jkbr,",1,3,3,0.08083805555555555,MEDIUM,1,1,0.52,0.9857142857142858,6.557142857142857
2022-12-24 04:58:42.393,"51 km ENE of Colonia, Micronesia",5.0,10.0,138.5394,9.7245,earthquake,,0,reviewed,",us7000j2bb,",4,12,5,0.4145419444444445,MEDIUM,1,0,0.5,0.9857142857142858,6.457142857142857
2017-05-20 06:02:14.290,"201 km SSW of Barra de Navidad, Mexico",5.7,10.0,-105.3228,17.4893,earthquake,green,0,reviewed,",us10008tqj,iscgem610645717,",6,5,5,0.7455472222222221,MEDIUM,1,0,0.5700000000000001,0.9857142857142858,6.807142857142857
2018-05-13 11:55:14.930,south of the Fiji Islands,4.7,610.4,179.4641,-21.9725,earthquake,,0,reviewed,",us1000e42t,",11,5,6,1.409261111111111,MEDIUM,1,0,0.47000000000000003,0.128,3.734000000000001
