time,place,mag,depth,lon,lat,type,alert,tsunami,status,id,hour,month,day_of_week,tsl,hazard_label,target,zone,norm_mag,norm_depth,risk_score
2016-09-03 11:53:30.590,"133 km ENE of Opotiki, New Zealand",4.6,25.66,178.7022,-37.5681,earthquake,,0,reviewed,",us10006mfd,",11,9,5,0.9021444444444444,MEDIUM,1,0,0.45999999999999996,0.9633428571428572,6.190028571428571
2020-01-19 19:08:42.322,"2 km W of South Hutchinson, Kansas",4.5,5.0,-97.973,38.0246,earthquake,green,0,reviewed,",us60007att,",19,1,6,2.1728666666666667,MEDIUM,1,0,0.45,0.9928571428571429,6.228571428571429
2024-02-29 17:18:50.560,"69 km E of Aras-asan, Philippines",4.6,35.0,126.9381,8.784,earthquake,,0,reviewed,",us6000mfw3,",17,2,3,1.2820358333333333,MEDIUM,1,0,0.45999999999999996,0.95,6.149999999999999
2021-12-16 03:51:59.254,"Izu Islands, Japan region",4.8,10.0,142.3322,31.4987,earthquake,,0,reviewed,",us6000gcnd,",3,12,3,0.12019305555555555,MEDIUM,1,0,0.48,0.9857142857142858,6.357142857142857
2019-09-26 13:02:08.806,"215 km W of Frontera, Spain",4.8,10.0,-20.1771,27.9754,earthquake,,0,reviewed,",us70005lmr,",13,9,3,1.8934883333333334,MEDIUM,1,0,0.48,0.9857142857142858,6.357142857142857
2015-01-16 13:54:11.100,Southwest Indian Ridge,4.8,10.0,57.8175,-31.9731,earthquake,,0,reviewed,",usc000tj5t,",13,1,4,2.246566666666667,MEDIUM,1,0,0.48,0.9857142857142858,6.357142857142857
2020-10-23 15:27:50.443,South Shetland Islands,4.6,10.0,-58.2866,-62.3544,earthquake,,0,reviewed,",us7000c7g4,",15,10,4,4.493747222222222,MEDIUM,1,0,0.45999999999999996,0.9857142857142858,6.257142857142856
2024-04-25 09:09:03.076,"141 km ESE of Saipan, Northern Mariana Islands",5.1,10.0,146.8815,14.5517,earthquake,,0,reviewed,",us6000mtmz,usauto6000mtmz,",9,4,3,0.23672500000000002,MEDIUM,1,0,0.51,0.9857142857142858,6.507142857142857
2022-05-11 18:25:06.297,south of the Kermadec Islands,4.9,10.0,-178.5985,-32.8061,earthquake,,0,reviewed,",us6000hm0s,",18,5,2,0.6942591666666666,MEDIUM,1,1,0.49000000000000005,0.9857142857142858,6.407142857142857
2018-07-10 10:29:04.060,Southwest Indian Ridge,4.9,10.0,58.2257,-31.4807,earthquake,,0,reviewed,",us2000g45k,",10,7,1,0.04491666666666666,MEDIUM,1,0,0.49000000000000005,0.9857142857142858,6.407142857142857
2020-07-31 16:04:18.052,"150 km SSW of Kokopo, Papua New Guinea",5.2,35.0,151.7881,-5.6123,earthquake,,0,reviewed,",us6000b7hg,",16,7,4,4.735509722222222,MEDIUM,1,0,0.52,0.95,6.449999999999999
2020-03-17 11:14:10.411,south of the Kermadec Islands,4.5,10.0,-178.1132,-32.741,earthquake,,0,reviewed,",us70008gy4,",11,3,1,3.0352152777777777,MEDIUM,1,1,0.45,0.9857142857142858,6.207142857142856
2016-06-27 22:55:02.500,"71 km S of Sola, Vanuatu",4.5,176.83,167.529,-14.5176,earthquake,,0,reviewed,",us10005z78,",22,6,0,0.18469444444444444,MEDIUM,1,0,0.45,0.7473857142857143,5.492157142857143
2017-04-23 05:53:11.300,South Sandwich Islands region,4.6,106.55,-27.746,-56.2455,earthquake,,0,reviewed,",us10008n7c,",5,4,6,0.5271916666666667,MEDIUM,1,0,0.45999999999999996,0.8477857142857143,5.843357142857143
2024-08-18 21:31:16.300,"113 km W of Tual, Indonesia",4.6,10.0,131.7314,-5.5472,earthquake,,0,reviewed,",us7000n7ub,",21,8,6,2.7877775,MEDIUM,1,0,0.45999999999999996,0.9857142857142858,6.257142857142856
2024-08-01 23:36:25.360,"84 km E of Aras-asan, Philippines",4.6,10.0,127.076,8.9276,earthquake,,0,reviewed,",us7000n7yp,",23,8,3,0.28377027777777775,MEDIUM,1,0,0.45999999999999996,0.9857142857142858,6.257142857142856
2018-03-17 01:00:03.540,southeast of Easter Island,4.7,10.0,-95.2162,-37.0694,earthquake,,0,reviewed,",us1000d5im,",1,3,5,1.3120055555555556,MEDIUM,1,0,0.47000000000000003,0.9857142857142858,6.307142857142857
2020-07-21 14:43:35.864,"92 km ESE of Hihifo, Tonga",4.6,10.0,-172.9539,-16.1536,earthquake,,0,reviewed,",us6000b561,",14,7,1,1.2881980555555554,MEDIUM,1,1,0.45999999999999996,0.9857142857142858,6.257142857142856
2016-05-14 22:49:24.220,"70 km SW of Padangsidempuan, Indonesia",4.5,99.89,98.8325,0.9168,earthquake,,0,reviewed,",us10005iwk,",22,5,5,1.9533777777777777,MEDIUM,1,0,0.45,0.8573,5.821899999999999
2023-06-08 21:18:21.676,"106 km SSE of Ust’-Kamchatsk Staryy, Russia",4.8,10.0,163.0302,55.3229,earthquake,,0,reviewed,",us7000k78g,",21,6,3,0.7243788888888889,MEDIUM,1,0,0.48,0.9857142857142858,6.357142857142857
2021-11-11 13:06:44.061,"104 km SSE of Shache, China",4.5,10.0,77.5353,37.5069,earthquake,,0,reviewed,",us7000ft82,",13,11,3,2.8144530555555556,MEDIUM,1,0,0.45,0.9857142857142858,6.207142857142856
2018-01-01 20:08:08.820,"151 km NW of Nuku‘alofa, Tonga",4.5,214.27,-176.1155,-20.0808,earthquake,,0,reviewed,",us1000byui,",20,1,0,0.1322472222222222,MEDIUM,1,1,0.45,0.6939,5.3317000000000005
2020-06-10 03:24:24.080,"57 km SSW of Lithakiá, Greece",4.5,10.0,20.4774,37.28,earthquake,,0,reviewed,",us6000a92u,",3,6,2,1.203035,MEDIUM,1,0,0.45,0.9857142857142858,6.207142857142856
2022-03-01 15:37:06.152,"112 km W of Pariaman, Indonesia",4.5,66.53,99.1239,-0.4295,earthquake,,0,reviewed,",us6000h243,",15,3,1,0.4108302777777778,MEDIUM,1,0,0.45,0.9049571428571428,5.964871428571428
2015-02-02 15:13:39.750,"29 km NE of Gigmoto, Philippines",5.4,17.0,124.5783,13.9766,earthquake,,0,reviewed,",usc000tkzl,iscgem610585963,",15,2,0,4.153227777777778,MEDIUM,1,0,0.54,0.9757142857142858,6.627142857142857
2017-09-28 19:58:52.270,south of the Kermadec Islands,4.5,10.0,-178.2841,-33.2928,earthquake,,0,reviewed,",us2000b1wh,",19,9,3,0.7973805555555556,MEDIUM,1,1,0.45,0.9857142857142858,6.207142857142856
2015-05-07 14:34:39.770,"145 km SSW of Panguna, Papua New Guinea",4.9,10.0,154.7774,-7.4232,earthquake,,0,reviewed,",us20002de4,",14,5,3,0.1850111111111111,MEDIUM,1,0,0.49000000000000005,0.9857142857142858,6.407142857142857
2017-10-26 07:59:30.300,"37 km WNW of Agustín Codazzi, Colombia",4.8,86.02,-73.5644,10.1361,earthquake,,0,reviewed,",us1000ax2t,",7,10,3,7.7605249999999995,MEDIUM,1,0,0.48,0.8771142857142857,6.031342857142858
2022-02-05 22:20:24.158,southeast of the Loyalty Islands,4.9,10.0,171.8685,-22.7419,earthquake,,0,reviewed,",us7000gjpt,",22,2,5,1.0259155555555555,MEDIUM,1,0,0.49000000000000005,0.9857142857142858,6.407142857142857
2022-08-04 19:37:33.023,Kermadec Islands region,4.7,10.0,-176.2541,-27.2316,earthquake,,0,reviewed,",us6000ib27,",19,8,3,0.2273952777777778,MEDIUM,1,1,0.47000000000000003,0.9857142857142858,6.307142857142857
2022-12-26 20:02:25.258,"166 km NNW of Amahai, Indonesia",4.5,37.458,128.2079,-2.0173,earthquake,,0,reviewed,",us6000jbv4,",20,12,0,1.6757058333333334,MEDIUM,1,0,0.45,0.9464885714285715,6.089465714285715
2022-04-26 19:08:19.659,"23 km NW of Ambunti, Papua New Guinea",5.2,125.08,142.6934,-4.0434,earthquake,,0,reviewed,",us6000hghs,",19,4,1,1.8029625,MEDIUM,1,0,0.52,0.8213142857142857,6.063942857142857
2018-02-16 20:19:05.640,southeast of Easter Island,4.6,10.0,-90.5067,-41.143,earthquake,,0,reviewed,",us2000d892,",20,2,4,3.541552777777778,MEDIUM,1,0,0.45999999999999996,0.9857142857142858,6.257142857142856
2019-02-02 01:11:39.600,"79 km SSE of Hihifo, Tonga",5.3,35.0,-173.5706,-16.6409,earthquake,,0,reviewed,",pt19033050,us2000jc92,",1,2,5,0.010730555555555556,MEDIUM,1,1,0.53,0.95,6.5
2015-03-07 22:19:04.180,"119 km WNW of Tobelo, Indonesia",4.6,35.0,126.9765,2.0264,earthquake,,0,reviewed,",usc000twg1,",22,3,5,0.0018555555555555554,MEDIUM,1,0,0.45999999999999996,0.95,6.149999999999999
2023-05-10 16:33:52.247,"98 km WNW of Hihifo, Tonga",4.7,222.686,-174.6222,-15.5723,earthquake,,0,reviewed,",us6000kc2g,",16,5,2,0.02004916666666667,MEDIUM,1,1,0.47000000000000003,0.6818771428571428,5.395631428571429
2021-07-29 06:36:04.702,"136 km SE of Perryville, Alaska",4.5,25.0,-157.3565,55.2148,earthquake,,0,reviewed,",us6000f7an,ak0219nen7h2,",6,7,3,0.058706388888888884,MEDIUM,1,0,0.45,0.9642857142857143,6.142857142857142
2021-05-29 01:25:14.219,"214 km N of Palu, Indonesia",5.1,17.42,120.0848,1.019,earthquake,,0,reviewed,",us6000efq7,",1,5,5,0.37587000000000004,MEDIUM,1,0,0.51,0.9751142857142857,6.4753428571428575
2016-04-08 00:10:51.370,"117 km S of Akureyri, Iceland",4.6,7.3,-17.771,64.6366,earthquake,,0,reviewed,",us20005iej,",0,4,4,1.1379,MEDIUM,1,0,0.45999999999999996,0.9895714285714285,6.268714285714285
2017-06-25 14:14:06.000,"15 km NE of Calama, Chile",4.6,100.8,-68.804,-22.367,earthquake,,0,reviewed,",us20009pme,",14,6,6,4.470777777777777,MEDIUM,1,0,0.45999999999999996,0.856,5.868
2015-06-08 11:37:59.110,"257 km NNW of Puerto Ayora, Ecuador",4.7,10.0,-90.8031,1.5365,earthquake,,0,reviewed,",us20002mwp,",11,6,0,0.4597138888888889,MEDIUM,1,0,0.47000000000000003,0.9857142857142858,6.307142857142857
2015-01-27 00:53:19.120,"121 km SSW of Singkil, Indonesia",5.7,12.58,97.2402,1.3368,earthquake,green,0,reviewed,",usb000tii2,gcmt20150127005319,iscgem606597530,atlas20150127005319,",0,1,1,3.5465833333333334,MEDIUM,1,0,0.5700000000000001,0.9820285714285715,6.796085714285715
2016-04-04 12:32:45.000,"72 km NW of Illapel, Chile",5.3,24.36,-71.77,-31.2367,earthquake,,0,reviewed,",us20005eg7,iscgem608534586,",12,4,0,0.29165,MEDIUM,1,0,0.53,0.9652000000000001,6.545599999999999
2023-12-25 09:56:14.559,northern Mid-Atlantic Ridge,4.6,10.0,-41.9125,30.0034,earthquake,,0,reviewed,",us7000llch,",9,12,0,2.6133480555555555,MEDIUM,1,0,0.45999999999999996,0.9857142857142858,6.257142857142856
2018-08-30 01:43:02.280,"72 km W of Port-Vila, Vanuatu",4.6,10.0,167.6347,-17.8404,earthquake,,0,reviewed,",us2000habz,",1,8,3,1.4806888888888887,MEDIUM,1,0,0.45999999999999996,0.9857142857142858,6.257142857142856
2016-04-25 14:01:46.490,"72 km WNW of La Ligua, Chile",4.6,22.32,-71.9091,-32.1461,earthquake,,0,reviewed,",us20005lk7,",14,4,0,0.7836722222222222,MEDIUM,1,0,0.45999999999999996,0.9681142857142857,6.204342857142856
2018-05-12 01:29:29.810,"7 km SSE of Hakuba, Japan",5.1,9.94,137.9022,36.643,earthquake,,0,reviewed,",us1000e3dv,iscgem611934134,",1,5,5,0.9429638888888889,MEDIUM,1,0,0.51,0.9858,6.5074
2018-03-21 15:33:47.850,"28 km SSW of Tobelo, Indonesia",5.2,7.53,127.9345,1.4793,earthquake,,0,reviewed,",us1000d72a,iscgem617449685,",15,3,2,0.009183333333333333,MEDIUM,1,0,0.52,0.9892428571428571,6.567728571428572
2015-06-26 07:17:43.430,south of the Kermadec Islands,4.8,10.0,-178.0399,-32.0761,earthquake,,0,reviewed,",us10002lte,",7,6,4,2.631524444444444,MEDIUM,1,1,0.48,0.9857142857142858,6.357142857142857
2015-01-21 19:17:51.050,"63 km SW of Ust’-Kamchatsk Staryy, Russia",4.7,79.44,161.907,55.757,earthquake,,0,reviewed,",usc000thw9,",19,1,2,0.8789416666666667,MEDIUM,1,0,0.47000000000000003,0.8865142857142857,6.009542857142857
2020-10-03 09:31:31.262,"193 km SSE of Katsuura, Japan",5.8,28.85,140.9412,33.4766,earthquake,green,0,reviewed,",us6000c54x,pt20277000,",9,10,5,2.4462375,MEDIUM,1,0,0.58,0.9587857142857142,6.776357142857142
2021-09-18 01:21:59.894,"28 km ESE of Lata, Solomon Islands",4.5,110.23,166.037,-10.8156,earthquake,,0,reviewed,",us7000fdrp,",1,9,5,0.4315333333333333,MEDIUM,1,0,0.45,0.8425285714285714,5.777585714285713
2015-11-01 01:28:38.380,"19 km WSW of Carahue, Chile",4.9,21.96,-73.3682,-38.7833,earthquake,,0,reviewed,",us20004150,iscgem608005019,",1,11,6,0.3924722222222222,MEDIUM,1,0,0.49000000000000005,0.9686285714285714,6.355885714285714
2019-07-13 20:51:27.079,"51 km NE of Hihifo, Tonga",4.5,35.0,-173.4989,-15.5902,earthquake,,0,reviewed,",us70004qm3,",20,7,5,3.2430777777777777,MEDIUM,1,1,0.45,0.95,6.1
2015-06-24 08:37:15.210,"2 km N of Mandráki, Greece",4.8,147.19,27.1302,36.6375,earthquake,,0,reviewed,",us10002lbs,",8,6,2,6.907908333333333,MEDIUM,1,0,0.48,0.7897285714285714,5.7691857142857135
2021-03-04 19:46:16.966,"Kermadec Islands, New Zealand",5.7,10.0,-177.4478,-29.5606,earthquake,green,0,reviewed,",us7000dfm1,",19,3,3,0.041965555555555555,MEDIUM,1,1,0.5700000000000001,0.9857142857142858,6.807142857142857
2018-10-16 12:50:28.800,southeast of Easter Island,5.3,10.0,-104.1169,-35.4372,earthquake,,0,reviewed,",us1000hcvd,",12,10,1,0.501875,MEDIUM,1,0,0.53,0.9857142857142858,6.607142857142857
2020-12-24 16:55:11.263,Mid-Indian Ridge,4.7,10.0,79.3256,-41.7203,earthquake,,0,reviewed,",us6000d5sy,",16,12,3,0.6051380555555556,MEDIUM,1,0,0.47000000000000003,0.9857142857142858,6.307142857142857
2021-08-13 03:38:23.843,South Sandwich Islands region,5.1,10.0,-24.653,-58.7992,earthquake,,0,reviewed,",us6000f562,",3,8,4,0.19921722222222224,MEDIUM,1,0,0.51,0.9857142857142858,6.507142857142857
2016-07-19 22:25:32.210,"5 km ESE of Mitsukaid?, Japan",5.0,39.28,140.0323,35.9914,earthquake,,0,reviewed,",us20006fzz,iscgem611830177,",22,7,1,1.8405222222222222,MEDIUM,1,0,0.5,0.9438857142857143,6.331657142857142
2021-06-06 13:31:15.612,"22 km NNE of Santa Monica, Philippines",4.5,26.87,126.1496,10.1919,earthquake,,0,reviewed,",us7000ebsn,",13,6,6,1.4844105555555556,MEDIUM,1,0,0.45,0.9616142857142858,6.134842857142857
2021-11-24 18:20:05.576,South Indian Ocean,4.7,10.0,53.594,-36.1541,earthquake,,0,reviewed,",us7000fwur,",18,11,2,3.6919280555555556,MEDIUM,1,0,0.47000000000000003,0.9857142857142858,6.307142857142857
2016-10-15 22:22:35.620,"248 km NE of Saipan, Northern Mariana Islands",4.6,10.0,147.6161,16.5465,earthquake,,0,reviewed,",us20007fnj,",22,10,5,2.065002777777778,MEDIUM,1,0,0.45999999999999996,0.9857142857142858,6.257142857142856
2023-12-10 08:51:37.000,"29 km S of Ozernovskiy, Russia",4.6,154.336,156.532,51.228,earthquake,,0,reviewed,",us7000lhw2,",8,12,6,0.7380913888888888,MEDIUM,1,0,0.45999999999999996,0.77952,5.638559999999999
2023-09-09 00:06:14.503,"176 km NNE of Gili Air, Indonesia",5.6,512.824,116.5593,-6.8316,earthquake,green,0,reviewed,",us7000kufx,at00s0oyyf,pt23252000,",0,9,5,1.26995,MEDIUM,1,0,0.5599999999999999,0.2673942857142858,4.602182857142857
2024-01-26 10:36:46.192,"120 km W of Aykol, China",4.5,10.0,78.7309,41.1536,earthquake,,0,reviewed,",us7000lty5,",10,1,4,3.519069722222222,MEDIUM,1,0,0.45,0.9857142857142858,6.207142857142856
2021-12-24 21:38:26.265,"16 km W of Seltjarnarnes, Iceland",4.5,10.0,-22.3259,64.1718,earthquake,,0,reviewed,",us7000g9k0,",21,12,4,0.07330388888888889,MEDIUM,1,0,0.45,0.9857142857142858,6.207142857142856
2024-01-04 13:59:08.875,"Izu Islands, Japan region",4.6,10.0,139.6402,31.4856,earthquake,,0,reviewed,",us6000m1ry,",13,1,3,0.02879361111111111,MEDIUM,1,0,0.45999999999999996,0.9857142857142858,6.257142857142856
2021-11-08 16:15:01.611,"8 km SE of Ishikawa, Japan",4.7,35.96,140.5069,37.0912,earthquake,,0,reviewed,",us7000fsf4,",16,11,0,0.20331805555555557,MEDIUM,1,0,0.47000000000000003,0.9486285714285714,6.195885714285714
2021-04-26 08:31:35.918,"197 km SSE of ‘Ohonua, Tonga",4.6,10.0,-174.27,-22.9973,earthquake,,0,reviewed,",us7000dyzv,",8,4,0,4.091954166666667,MEDIUM,1,1,0.45999999999999996,0.9857142857142858,6.257142857142856
2015-08-24 13:32:48.060,"292 km ENE of Lospalos, Timor Leste",4.5,152.34,129.3624,-7.319,earthquake,,0,reviewed,",us20003hax,",13,8,0,1.697136111111111,MEDIUM,1,0,0.45,0.7823714285714286,5.5971142857142855
2023-09-17 09:59:00.188,"213 km W of Port McNeill, Canada",4.5,10.0,-130.0655,50.9315,earthquake,,1,reviewed,",us7000kwak,at00s14jqu,",9,9,6,5.953673333333333,MEDIUM,1,0,0.45,0.9857142857142858,6.207142857142856
2022-12-20 16:38:41.339,south of the Kermadec Islands,5.6,39.0,-179.7541,-33.7962,earthquake,green,0,reviewed,",us6000jall,",16,12,1,2.406363888888889,MEDIUM,1,1,0.5599999999999999,0.9442857142857143,6.632857142857142
2018-01-25 15:02:09.970,"27 km SE of Pimampiro, Ecuador",4.5,10.0,-77.761,0.216,earthquake,,0,reviewed,",us2000cp9e,",15,1,3,0.2771388888888889,MEDIUM,1,0,0.45,0.9857142857142858,6.207142857142856
2018-04-06 13:33:12.070,Pacific-Antarctic Ridge,4.8,10.0,-158.4128,-62.5137,earthquake,,0,reviewed,",us2000dzl3,",13,4,4,0.6221333333333333,MEDIUM,1,0,0.48,0.9857142857142858,6.357142857142857
2019-05-21 07:18:59.868,"103 km W of El Aguilar, Argentina",5.0,195.81,-66.689,-23.1389,earthquake,,0,reviewed,",us70003nut,",7,5,1,0.7654533333333333,MEDIUM,1,0,0.5,0.7202714285714286,5.660814285714285
2017-11-13 16:26:37.380,"52 km NNW of Pototano, Indonesia",4.7,10.0,117.3807,-7.9463,earthquake,,0,reviewed,",us2000bmpp,",16,11,0,0.5359277777777778,MEDIUM,1,0,0.47000000000000003,0.9857142857142858,6.307142857142857
2018-10-04 13:03:31.240,Mid-Indian Ridge,4.7,10.0,70.0548,-24.9753,earthquake,,0,reviewed,",us1000hajk,",13,10,3,3.719533333333333,MEDIUM,1,0,0.47000000000000003,0.9857142857142858,6.307142857142857
2019-06-28 15:51:31.302,"Maug Islands region, Northern Mariana Islands",6.4,410.0,144.3477,19.8515,earthquake,green,1,reviewed,",us700046la,pt19179000,at00pttg1w,",15,6,4,0.579778888888889,HIGH,0,0,0.64,0.41428571428571426,5.442857142857143
2018-02-25 22:28:10.160,"46 km SW of Tari, Papua New Guinea",5.3,18.58,142.6644,-6.1543,earthquake,,0,reviewed,",us2000d7u8,",22,2,6,0.15086388888888888,MEDIUM,1,0,0.53,0.9734571428571429,6.570371428571429
2020-05-10 00:57:26.852,"61 km W of Tobelo, Indonesia",4.6,136.84,127.4596,1.8087,earthquake,,0,reviewed,",us70009dk2,",0,5,6,0.9781216666666667,MEDIUM,1,0,0.45999999999999996,0.8045142857142857,5.713542857142857
2021-04-15 12:32:20.770,Kermadec Islands region,4.5,10.0,-176.9342,-29.1496,earthquake,,0,reviewed,",us6000e3ge,",12,4,3,1.932955,MEDIUM,1,1,0.45,0.9857142857142858,6.207142857142856
2023-05-01 02:22:29.661,"Ryukyu Islands, Japan",5.3,20.024,128.5201,26.0019,earthquake,,0,reviewed,",us7000jxaa,usauto7000jxaa,",2,5,0,0.024326666666666663,MEDIUM,1,0,0.53,0.9713942857142858,6.564182857142857
2022-01-02 14:33:36.212,southern Mid-Atlantic Ridge,4.8,10.0,-15.6247,-26.0719,earthquake,,0,reviewed,",us7000gbe6,",14,1,6,0.267955,MEDIUM,1,0,0.48,0.9857142857142858,6.357142857142857
2021-11-23 08:09:42.919,"19 km ENE of La Paz, Philippines",4.9,57.2,126.4317,9.0375,earthquake,,0,reviewed,",us7000fwed,",8,11,1,1.0375702777777778,MEDIUM,1,0,0.49000000000000005,0.9182857142857143,6.2048571428571435
2016-02-29 21:33:48.120,"67 km WNW of Neiafu, Tonga",5.2,89.74,-174.6103,-18.5276,earthquake,,0,reviewed,",us10004tn9,gcmt20160229213348,",21,2,0,1.7693527777777778,MEDIUM,1,1,0.52,0.8718,6.2154
2022-07-25 20:36:23.950,central Mid-Atlantic Ridge,4.6,10.0,-40.4804,9.4892,earthquake,,0,reviewed,",us6000i82p,",20,7,0,3.7267924999999997,MEDIUM,1,0,0.45999999999999996,0.9857142857142858,6.257142857142856
2023-09-08 17:08:26.514,"113 km SSE of Itoman, Japan",4.6,10.0,128.2464,25.2465,earthquake,,0,reviewed,",us7000kvjt,",17,9,4,0.5207455555555556,MEDIUM,1,0,0.45999999999999996,0.9857142857142858,6.257142857142856
2016-01-15 15:29:41.670,south of the Fiji Islands,4.7,483.81,-179.8273,-24.8078,earthquake,,0,reviewed,",us10004g15,",15,1,4,1.7328583333333334,MEDIUM,1,1,0.47000000000000003,0.3088428571428571,4.276528571428572
2023-04-08 17:06:40.297,Balleny Islands region,4.5,10.0,179.9789,-65.2105,earthquake,,0,reviewed,",us6000k4f5,",17,4,5,0.6521586111111112,MEDIUM,1,0,0.45,0.9857142857142858,6.207142857142856
2022-08-04 03:57:59.910,"Izu Islands, Japan region",4.8,10.0,142.5651,32.6061,earthquake,,0,reviewed,",us6000i7yx,",3,8,3,0.10879972222222221,MEDIUM,1,0,0.48,0.9857142857142858,6.357142857142857
2019-01-25 06:05:21.510,central Mid-Atlantic Ridge,4.6,10.0,-32.6423,5.1872,earthquake,,0,reviewed,",us2000jerg,",6,1,4,0.3955638888888889,MEDIUM,1,0,0.45999999999999996,0.9857142857142858,6.257142857142856
2019-01-01 16:39:16.490,"17 km NNE of Bor?zj?n, Iran",4.6,10.0,51.2694,29.4236,earthquake,,0,reviewed,",us2000iznl,",16,1,1,0.22783055555555556,MEDIUM,1,0,0.45999999999999996,0.9857142857142858,6.257142857142856
2022-01-05 01:08:02.011,"17 km SSE of Port-Vila, Vanuatu",5.0,57.97,168.3867,-17.88,earthquake,,0,reviewed,",us7000g93v,",1,1,2,0.36669666666666667,MEDIUM,1,0,0.5,0.9171857142857143,6.251557142857143
2019-12-22 03:58:10.226,Fiji region,4.5,568.88,-178.6777,-21.2579,earthquake,,0,reviewed,",us70006ppw,",3,12,6,0.582545,MEDIUM,1,1,0.45,0.18731428571428577,3.8119428571428573
2015-12-19 13:26:05.280,"78 km SW of Uvira, Democratic Republic of the Congo",4.8,10.0,28.5538,-3.7944,earthquake,,0,reviewed,",us100048cu,",13,12,5,0.45113055555555553,MEDIUM,1,0,0.48,0.9857142857142858,6.357142857142857
2019-07-28 08:59:51.305,"51 km SE of Buala, Solomon Islands",5.0,35.0,159.9636,-8.4236,earthquake,,0,reviewed,",us60004wqi,",8,7,6,1.5362533333333332,MEDIUM,1,0,0.5,0.95,6.349999999999999
2017-06-29 23:37:50.810,north of Ascension Island,4.7,10.0,-17.6466,0.4048,earthquake,,0,reviewed,",us1000979k,",23,6,3,2.967122222222222,MEDIUM,1,0,0.47000000000000003,0.9857142857142858,6.307142857142857
2018-12-28 05:50:44.160,"17 km WNW of Ürümqi, China",4.5,10.0,87.3922,43.8393,earthquake,,0,reviewed,",us2000iyiw,",5,12,4,2.786313888888889,MEDIUM,1,0,0.45,0.9857142857142858,6.207142857142856
2018-01-20 08:43:47.730,"49 km SE of Auki, Solomon Islands",4.5,44.34,161.0702,-9.0259,earthquake,,0,reviewed,",us1000cdr5,",8,1,5,1.0550333333333333,MEDIUM,1,0,0.45,0.9366571428571429,6.059971428571428
2022-02-26 14:16:43.339,"76 km NNW of Pante Makasar, Timor Leste",4.5,10.0,124.2411,-8.5193,earthquake,,0,reviewed,",us6000h1rj,",14,2,5,0.4266341666666667,MEDIUM,1,0,0.45,0.9857142857142858,6.207142857142856
2017-11-02 12:13:58.190,"182 km NNE of Fort Smith, Canada",4.6,10.0,-110.5716,61.5133,earthquake,,0,reviewed,",us2000bfj8,",12,11,3,0.2654611111111111,MEDIUM,1,0,0.45999999999999996,0.9857142857142858,6.257142857142856
2019-03-07 08:43:41.870,"77 km SSW of Sidareja, Indonesia",4.6,103.52,108.5228,-8.1316,earthquake,,0,reviewed,",us1000jbs5,",8,3,3,0.31058611111111106,MEDIUM,1,0,0.45999999999999996,0.8521142857142857,5.856342857142857
2020-06-16 12:21:34.554,"99 km SSW of Corinto, Nicaragua",4.7,17.34,-87.4965,11.6376,earthquake,,0,reviewed,",us6000act0,",12,6,1,1.0952594444444446,MEDIUM,1,0,0.47000000000000003,0.9752285714285714,6.275685714285713
2015-08-03 05:30:11.290,"57 km NE of Namie, Japan",5.0,43.15,141.5287,37.7836,earthquake,,0,reviewed,",us10002xe9,",5,8,0,0.22564722222222222,MEDIUM,1,0,0.5,0.9383571428571429,6.315071428571429
2018-09-16 13:10:48.390,"288 km E of Levuka, Fiji",5.4,550.28,-177.9614,-18.0824,earthquake,,0,reviewed,",us2000hfgl,",13,9,6,1.902761111111111,MEDIUM,1,1,0.54,0.21388571428571435,4.341657142857143
2015-03-20 20:52:36.170,"Kermadec Islands, New Zealand",4.8,10.0,-177.0421,-29.6912,earthquake,,0,reviewed,",us10001q8t,",20,3,4,0.9952694444444444,MEDIUM,1,1,0.48,0.9857142857142858,6.357142857142857
2023-09-22 16:36:54.785,Mid-Indian Ridge,4.5,10.0,70.6863,-25.9146,earthquake,,0,reviewed,",us6000lb56,",16,9,4,0.06107833333333333,MEDIUM,1,0,0.45,0.9857142857142858,6.207142857142856
2024-02-25 07:27:03.237,"14 km NNE of Pedernales, Ecuador",4.6,24.429,-80.0034,0.1948,earthquake,,0,reviewed,",us7000m1gh,",7,2,6,0.3516955555555556,MEDIUM,1,0,0.45999999999999996,0.9651014285714286,6.195304285714286
2024-06-13 04:19:20.464,south of the Fiji Islands,4.5,511.147,179.9984,-24.2648,earthquake,,0,reviewed,",us7000ms2i,",4,6,3,0.09839277777777777,MEDIUM,1,0,0.45,0.26979,4.0593699999999995
2023-07-26 22:08:16.167,"92 km SE of Sola, Vanuatu",4.7,10.0,168.0891,-14.5276,earthquake,,0,reviewed,",us6000kxkk,",22,7,2,0.6125461111111111,MEDIUM,1,0,0.47000000000000003,0.9857142857142858,6.307142857142857
2022-05-22 16:06:41.625,"104 km WNW of Kandrian, Papua New Guinea",4.8,78.06,148.6267,-6.019,earthquake,,0,reviewed,",us6000hn4p,",16,5,6,0.8195272222222222,MEDIUM,1,0,0.48,0.8884857142857143,6.065457142857142
2018-11-18 16:48:38.930,"113 km W of Kuqa, China",4.5,35.0,81.5708,41.749,earthquake,,0,reviewed,",us1000htki,",16,11,6,0.18815,MEDIUM,1,0,0.45,0.95,6.1
